publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
heat pipes: theory, design and applications									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9941.0750667540	Kew	/ebooks/ebooks2/pda/2011-12-01/1/9941.0750667540		fulltext		Butterworth-Heinemann	monograph	2006			5th ed.				P
hellenistic period: historical sources in translation									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12228.9781405143448		/ebooks/ebooks2/pda/2011-12-01/1/12228.9781405143448		fulltext		Blackwell	monograph	2004		1	New ed.	Bagnall			P
history of development: from western origins to global faith		9781848131880							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13618.9781848131903	Rist	/ebooks/ebooks2/pda/2011-12-01/1/13618.9781848131903		fulltext		Zed	monograph	2008			3rd ed.				P
history of florence 1200-1575		9781405182423							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12369.9781405178464	Najemy	/ebooks/ebooks2/pda/2011-12-01/1/12369.9781405178464		fulltext		Blackwell Publishing	monograph	2008							P
history of literary criticism: from plato to the present									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10125.9780631232001	Habib	/ebooks/ebooks2/pda/2011-12-01/1/10125.9780631232001		fulltext		Blackwell	monograph	2005							P
history of modern computing	9780262532037								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11936.9780262532037	Ceruzzi	/ebooks/ebooks2/pda/2011-12-01/1/11936.9780262532037		fulltext		MIT Press	monograph	2003			2nd ed.				P
history of modern experimental psychology: from james and wundt to cognitive science		9780262134750							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10930.9780262134750	Mandler	/ebooks/ebooks2/pda/2011-12-01/1/10930.9780262134750		fulltext		MIT Press	monograph	2007							P
history of modern psychology in context		9780470276099							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15287.9780470585993	Pickren	/ebooks/ebooks2/pda/2011-12-01/1/15287.9780470585993		fulltext		Wiley	monograph	2010							P
home bound: filipino american lives across cultures, communities, and countries									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7658.0520235274	Espiritu	/ebooks/ebooks2/pda/2011-12-01/1/7658.0520235274		fulltext		University of California Press	monograph	2003							P
how to study: and other skills for success in college									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7103.0071406077	Mundsack	/ebooks/ebooks2/pda/2011-12-01/1/7103.0071406077		fulltext		McGraw-Hill	monograph	2003			5th ed.				P
how to write a grant proposal		9780471212201							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471472001	New	/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471472001		fulltext		John Wiley & Sons	monograph	2003							P
html: a beginner's guide		9780071611435							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13788.0071611444	Willard	/ebooks/ebooks2/pda/2011-12-01/1/13788.0071611444		fulltext		McGraw-Hill	monograph	2009			4th ed.				P
human drug metabolism: an introduction		9780470863534							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13566.9780470863541	Coleman	/ebooks/ebooks2/pda/2011-12-01/1/13566.9780470863541		fulltext		John Wiley	monograph	2005							P
human insecurity: global structures of violence		9781842778258							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848132603	Roberts	/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848132603		fulltext		Zed Books	monograph	2008							P
human rights and gender violence: translating international law into local justice									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15249.9780226520759	Merry	/ebooks/ebooks2/pda/2011-12-01/1/15249.9780226520759		fulltext		University of Chicago Press	monograph	2006							P
human rights: concepts, contests, contingencies		9780472089031							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14738.9780472023622		/ebooks/ebooks2/pda/2011-12-01/1/14738.9780472023622		fulltext		University of Michigan Press	monograph	2004				Kearns			P
hvac engineer's handbook	9780750646062								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11149.9780750646062	Porges	/ebooks/ebooks2/pda/2011-12-01/1/11149.9780750646062		fulltext		Butterworth-Heinemann	monograph	2001			11th ed.				P
hvac instant answers									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/6475.0071387013	Curtiss	/ebooks/ebooks2/pda/2011-12-01/1/6475.0071387013		fulltext		McGraw-Hill	monograph	2002							P
hybrid: the history and science of plant breeding		9780226437040							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14514.9780226437057	Kingsbury	/ebooks/ebooks2/pda/2011-12-01/1/14514.9780226437057		fulltext		University of Chicago Press	monograph	2009							P
hydraulics of open channel flow: an introduction: basic principles, sediment motion, hydraulic modelling, design of hydraulic structures	9780750659789								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10456.0750659785	Chanson	/ebooks/ebooks2/pda/2011-12-01/1/10456.0750659785		fulltext		Elsevier Butterworth-Heinemann	monograph	2004			2nd ed.				P
imaginary tale: the story of [square root of minus one]		9780691127989							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14994.9781400830299	Nahin	/ebooks/ebooks2/pda/2011-12-01/1/14994.9781400830299		fulltext		Princeton University Press	monograph	2007							P
implementation strategies for sap r/3 in a multinational organization: lessons from a real-world case study									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9429.1591407788	Sankar	/ebooks/ebooks2/pda/2011-12-01/1/9429.1591407788		fulltext		CyberTech Pub.	monograph	2006							P
improving healthcare team communication: building on lessons from aviation and aerospace		9780754670254							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11825.9780754690856		/ebooks/ebooks2/pda/2011-12-01/1/11825.9780754690856		fulltext		Ashgate	monograph	2008				Nemeth			P
inbound marketing: get found using google, social media, and blogs		9780470499313							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14410.9780470550175	Halligan	/ebooks/ebooks2/pda/2011-12-01/1/14410.9780470550175		fulltext		Wiley	monograph	2010							P
intermediate public economics									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262083447	Hindriks	/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262083447		fulltext		MIT Press	monograph	2006							P
internal auditing handbook									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13566.9780470869581	Pickett	/ebooks/ebooks2/pda/2011-12-01/1/13566.9780470869581		fulltext		J. Wiley	monograph	2003			2nd ed.				P
international financial statement analysis		9780470287668							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12630.9780470395967	Robinson	/ebooks/ebooks2/pda/2011-12-01/1/12630.9780470395967		fulltext		John Wiley & Sons	monograph	2009							P
international financial statement analysis workbook		9780470287675							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12630.9780470395981	Robinson	/ebooks/ebooks2/pda/2011-12-01/1/12630.9780470395981		fulltext		John Wiley & Sons	monograph	2009							P
international handbook of psychopathic disorders and the law volume 1, diagnosis and treatment		9780470066386							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470066430		/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470066430		fulltext		John Wiley & Sons	monograph	2007				Felthous			P
international hrm: a cross-cultural approach		9781412932509							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8698.0761974040	Jackson	/ebooks/ebooks2/pda/2011-12-01/1/8698.0761974040		fulltext		SAGE	monograph	2002							P
internet and the mass media		9781412947350							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15261.9781412947350		/ebooks/ebooks2/pda/2011-12-01/1/15261.9781412947350		fulltext		SAGE	monograph	2008				Küng			P
introduction to biomedical engineering									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10456.0122386620		/ebooks/ebooks2/pda/2011-12-01/1/10456.0122386620		fulltext		Elsevier Academic Press	monograph	2005			2nd ed.	Enderle			P
introduction to c++ for financial engineers: an object-oriented approach		9780470015384							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470058893	Duffy	/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470058893		fulltext		John Wiley & Sons	monograph	2006							P
introduction to ecotoxicology		9780632038527							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14562.9781444313260	Connell	/ebooks/ebooks2/pda/2011-12-01/1/14562.9781444313260		fulltext		Blackwell Science	monograph	1999							P
introduction to international disaster management									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10066.0750679824	Coppola	/ebooks/ebooks2/pda/2011-12-01/1/10066.0750679824		fulltext		Butterworth Heinemann	monograph	2007							P
introduction to macromolecular crystallography		9780470185902							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13574.9780470391549	McPherson	/ebooks/ebooks2/pda/2011-12-01/1/13574.9780470391549		fulltext		Wiley-Blackwell	monograph	2009			2nd ed.				P
introduction to microbiology		9780632044184							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13634.9781444313093	McCall	/ebooks/ebooks2/pda/2011-12-01/1/13634.9781444313093		fulltext		Blackwell Science	monograph	2001							P
introduction to mineral exploration		9781405113175							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13564.9781444309126		/ebooks/ebooks2/pda/2011-12-01/1/13564.9781444309126		fulltext		Blackwell Pub.	monograph	2006			2nd ed.	Moon			P
introduction to multiagent systems		9780471496915							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470849392	Wooldridge	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470849392		fulltext		J. Wiley	monograph	2002							P
introduction to probability models		9780125980623							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10236.0125980620	Ross	/ebooks/ebooks2/pda/2011-12-01/1/10236.0125980620		fulltext		Academic Press	monograph	2007			9th ed.				P
introduction to science and technology studies		9781405187657							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14781.9781444315127	Sismondo	/ebooks/ebooks2/pda/2011-12-01/1/14781.9781444315127		fulltext		Wiley-Blackwell	monograph	2010			2nd ed.				P
introduction to the sociology of religion: classical and contemporary perspectives									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11416.9780754682516	Furseth	/ebooks/ebooks2/pda/2011-12-01/1/11416.9780754682516		fulltext		Ashgate	monograph	2006							P
introductory raman spectroscopy									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10749.9780122541056	Ferraro	/ebooks/ebooks2/pda/2011-12-01/1/10749.9780122541056		fulltext		Academic Press	monograph	2003			2nd ed.				P
investing in solar stocks: what you need to know to make money in the global renewable energy market		9780071608954							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13830.0071608966	Berwind	/ebooks/ebooks2/pda/2011-12-01/1/13830.0071608966		fulltext		McGraw-Hill	monograph	2009							P
investment banking: valuation, leveraged buyouts, and mergers & acquisitions		9780470442203							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13634.9780470478189	Rosenbaum	/ebooks/ebooks2/pda/2011-12-01/1/13634.9780470478189		fulltext		John Wiley & Sons	monograph	2009							P
irrigation systems: design, planning and construction		9781845932633							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14068.9781845932633	Laycock	/ebooks/ebooks2/pda/2011-12-01/1/14068.9781845932633		fulltext		CABI	monograph	2007							P
is democracy possible here?: principles for a new political debate		9780691138725							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13268.9780691138725	Dworkin	/ebooks/ebooks2/pda/2011-12-01/1/13268.9780691138725		fulltext		Princeton University Press	monograph	2006							P
knowledge translation in health care: moving from evidence to practice		9781405181068							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13572.9781444311730		/ebooks/ebooks2/pda/2011-12-01/1/13572.9781444311730		fulltext		Wiley-Blackwell	monograph	2009				Straus			P
lange q & a. usmle step 1		9780071643146							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11834.0071643141		/ebooks/ebooks2/pda/2011-12-01/1/11834.0071643141		fulltext		McGraw-Hill Medical	monograph	2008			6th ed.	King			P
language of evaluation: appraisal in english		9781403904096							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230511910	Martin	/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230511910		fulltext		Palgrave Macmillan	monograph	2005							P
laughter and ridicule: towards a social critique of laughter	9781412911436								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11764.9781412911436	Billig	/ebooks/ebooks2/pda/2011-12-01/1/11764.9781412911436		fulltext		Sage	monograph	2005							P
leading after a layoff: reignite your team's productivity quickly		9780071637152							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14383.0071639322	Salemi	/ebooks/ebooks2/pda/2011-12-01/1/14383.0071639322		fulltext		McGraw-Hill	monograph	2009							P
learning about learning disabilities									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10588.9780127625331		/ebooks/ebooks2/pda/2011-12-01/1/10588.9780127625331		fulltext		Elsevier Academic Press	monograph	2004			3rd ed.	Wong			P
leed practices, certification, and accreditation handbook		9781856176910							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14549.9781856176910	Kubba	/ebooks/ebooks2/pda/2011-12-01/1/14549.9781856176910		fulltext		Elsevier	monograph	2009							P
lithium-ion batteries: solid-electrolyte interphase	9781860943621								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9205.1860943624		/ebooks/ebooks2/pda/2011-12-01/1/9205.1860943624		fulltext		Imperial College Press	monograph	2004				Balbuena			P
looting africa: the economics of exploitation		9781842778128							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848130715	Bond	/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848130715		fulltext		University of KwaZulu-Natal Press ; Zed Books ; Distributed in the USA by Palgrave Macmillan	monograph	2006							P
loss: the politics of mourning									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7936.0520232364		/ebooks/ebooks2/pda/2011-12-01/1/7936.0520232364		fulltext		University of California Press	monograph	2003				Eng			P
macbeth		9780470041567							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13566.9780470082515	Shakespeare	/ebooks/ebooks2/pda/2011-12-01/1/13566.9780470082515		fulltext		Wiley Pub.	monograph	2006							P
macroeconomic essentials: understanding economics in the news									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/5488.0262611503	Kennedy	/ebooks/ebooks2/pda/2011-12-01/1/5488.0262611503		fulltext		MIT Press	monograph	2000			2nd ed.				P
making digital cultures: access, interactivity, and authenticity		9780754648406							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12431.9780754693567	Hand	/ebooks/ebooks2/pda/2011-12-01/1/12431.9780754693567		fulltext		Ashgate	monograph	2008							P
making of modern afghanistan		9780230554214							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13898.9780230228764	Hopkins	/ebooks/ebooks2/pda/2011-12-01/1/13898.9780230228764		fulltext		Palgrave Macmillan	monograph	2008							P
manager's guide to distribution channels									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8088.0071442952	Gorchels	/ebooks/ebooks2/pda/2011-12-01/1/8088.0071442952		fulltext		McGraw-Hill	monograph	2004							P
managing energy risk: an integrated view on power and other energy markets		9780470029626							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470725467	Burger	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470725467		fulltext		John Wiley & Sons	monograph	2007							P
managing the supply chain: the definitive guide for the business professional									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8309.0071435875	Simchi-Levi	/ebooks/ebooks2/pda/2011-12-01/1/8309.0071435875		fulltext		McGraw-Hill	monograph	2004							P
manual of perioperative care in adult cardiac surgery									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14214.9781444318357	Bojar	/ebooks/ebooks2/pda/2011-12-01/1/14214.9781444318357		fulltext		Blackwell Pub.	monograph	2005			4th ed.				P
mapping: a critical introduction to cartography and gis		9781405121729							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14908.9781444317428	Crampton	/ebooks/ebooks2/pda/2011-12-01/1/14908.9781444317428		fulltext		BPS Blackwell	monograph	2010							P
market risk analysis volume 1, quantitative methods in finance		9780470771020							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470771020	Alexander	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470771020		fulltext		Wiley	monograph	2008							P
market risk analysis volume 2, practical financial econometrics		9780470771037							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470771037	Alexander	/ebooks/ebooks2/pda/2011-12-01/1/13559.9780470771037		fulltext		Wiley	monograph	2008							P
mastering project management: applying advanced concepts to systems thinking, control & evaluation, resource allocation		9780071462914							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11372.0071593373	Lewis	/ebooks/ebooks2/pda/2011-12-01/1/11372.0071593373		fulltext		McGraw-Hill	monograph	2008			2nd ed.				P
mastering the currency market: forex strategies for high and low volatility markets		9780071634847							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14745.0071713700	Norris	/ebooks/ebooks2/pda/2011-12-01/1/14745.0071713700		fulltext		McGraw-Hill Professional ; McGraw-Hill [distributor]	monograph	2010							P
mastering unix shell scripting: bash, bourne, and korn shell scripting for programmers, system adminstrators, and unix gurus		9780471456742							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470378298	Michael	/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470378298		fulltext		Wiley	monograph	2008			2nd ed.				P
math wise!: over 100 hands-on activities that promote real math understanding, grades k-8		9780470471999							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15287.9780470583401	Overholt	/ebooks/ebooks2/pda/2011-12-01/1/15287.9780470583401		fulltext		Jossey-Bass	monograph	2010			2nd ed.				P
mathematical analysis: a concise introduction		9780470107966							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11909.9780470226766	Schröder	/ebooks/ebooks2/pda/2011-12-01/1/11909.9780470226766		fulltext		Wiley-Interscience	monograph	2008							P
mathematical methods in survival analysis, reliability and quality of life		9781848210103							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15000.9780470393567		/ebooks/ebooks2/pda/2011-12-01/1/15000.9780470393567		fulltext		ISTE ; John Wiley	monograph	2008				Huber			P
mbr book: principles and applications of membrane bioreactors in water and wastewater treatment	9781856174817								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9941.1856174816	Judd	/ebooks/ebooks2/pda/2011-12-01/1/9941.1856174816		fulltext		Elsevier	monograph	2006			1st ed.				P
mcgraw-hill's conquering lsat logic games		9780071497947							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12094.007159597X		/ebooks/ebooks2/pda/2011-12-01/1/12094.007159597X		fulltext		McGraw-Hill	monograph	2008			2nd ed.				P
mcgraw-hill's gre: graduate record examination general test		9780071624268							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14119.0071624279	Dulan	/ebooks/ebooks2/pda/2011-12-01/1/14119.0071624279		fulltext		McGraw-Hill	monograph	2009			2010 ed.				P
mcgraw-hill's lsat		9780071592482							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12003.0071592490	Curvebreakers	/ebooks/ebooks2/pda/2011-12-01/1/12003.0071592490		fulltext		McGraw-Hill	monograph	2008			2009 ed.				P
mcgraw-hill's lsat 2010		9780071624657							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13671.007162466X	Curvebreakers	/ebooks/ebooks2/pda/2011-12-01/1/13671.007162466X		fulltext		McGraw-Hill	monograph	2009		v2010					P
mckinsey engagement: a powerful toolkit for more efficient & effective team problem solving		9780071497411							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12602.0071641483	Friga	/ebooks/ebooks2/pda/2011-12-01/1/12602.0071641483		fulltext		McGraw-Hill	monograph	2009		3rd v					P
mcse: windows server 2003 active directory planning, implementation, and maintenance: study guide		9780782144512							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10001.0471997919	Desai	/ebooks/ebooks2/pda/2011-12-01/1/10001.0471997919		fulltext		SYBEX	monograph	2006			2nd ed.				P
media and cultural studies: keyworks		9781405132589							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11379.1405132589		/ebooks/ebooks2/pda/2011-12-01/1/11379.1405132589		fulltext		Blackwell	monograph	2006		2	Rev. ed.	Durham			P
medical imaging physics		9780471382263							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13560.9780471461135	Hendee	/ebooks/ebooks2/pda/2011-12-01/1/13560.9780471461135		fulltext		Wiley-Liss	monograph	2002			4th ed.				P
medical statistics: a guide to data analysis and critical appraisal		9780727918123							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470755204	Peat	/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470755204		fulltext		Blackwell Pub.	monograph	2005			1st ed.				P
memory, history, forgetting									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15157.9780226713465	Ricœur	/ebooks/ebooks2/pda/2011-12-01/1/15157.9780226713465		fulltext		University of Chicago Press	monograph	2004							P
methods for testing and evaluating survey questionnaires	9780471458418								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471654735		/ebooks/ebooks2/pda/2011-12-01/1/13561.9780471654735		fulltext		John Wiley & Sons, Inc.	monograph	2004				Presser			P
methods of critical discourse analysis									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8698.0761961534	Wodak	/ebooks/ebooks2/pda/2011-12-01/1/8698.0761961534		fulltext		SAGE	monograph	2001							P
microbiologically safe foods		9780470053331							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13572.9780470439067		/ebooks/ebooks2/pda/2011-12-01/1/13572.9780470439067		fulltext		John Wiley & Sons	monograph	2009				Heredia			P
microeconomics demystified: a self-teaching guide									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9781.0071486747	Depken	/ebooks/ebooks2/pda/2011-12-01/1/9781.0071486747		fulltext		McGraw-Hill	monograph	2006							P
midwife's labour and birth handbook	9780632059430								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10125.9780632059430		/ebooks/ebooks2/pda/2011-12-01/1/10125.9780632059430		fulltext		Blackwell Science	monograph	2003				Chapman			P
missing data: a gentle introduction		9781593853938							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12475.9781606232217	McKnight	/ebooks/ebooks2/pda/2011-12-01/1/12475.9781606232217		fulltext		Guilford Press	monograph	2007							P
mixed-effects models in s and s-plus									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/6234.0387989579	Pinheiro	/ebooks/ebooks2/pda/2011-12-01/1/6234.0387989579		fulltext		Springer	monograph	2000							P
mobile ad hoc networking									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9292.0471656887		/ebooks/ebooks2/pda/2011-12-01/1/9292.0471656887		fulltext		John Wiley	monograph	2004				Basagni			P
modern practice of gas chromatography									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471651154		/ebooks/ebooks2/pda/2011-12-01/1/13567.9780471651154		fulltext		Wiley-Interscience	monograph	2004			4th ed. /				P
modernity and technology									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262134217		/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262134217		fulltext		MIT Press	monograph	2003				Misa			P
molecular imaging: fret microscopy and spectroscopy	9780195177206								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11149.9780195177206		/ebooks/ebooks2/pda/2011-12-01/1/11149.9780195177206		fulltext		Published for the American Physiological Society by Oxford University Press	monograph	2005				Periasamy			P
momentum: igniting social change in the connected age		9780787984441							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9780787988210	Fine	/ebooks/ebooks2/pda/2011-12-01/1/13562.9780787988210		fulltext		Jossey-Bass	monograph	2006							P
monetary theory and policy									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262232319	Walsh	/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262232319		fulltext		MIT Press	monograph	2003			2nd ed.				P
mortgages made easy: the all-canadian guide to home financing		9780470837320							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13861.9780470156643	Gray	/ebooks/ebooks2/pda/2011-12-01/1/13861.9780470156643		fulltext		McGraw-Hill Ryerson	monograph	2006							P
msp430 microcontroller basics		9780750682763							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12328.9780750682763	Davies	/ebooks/ebooks2/pda/2011-12-01/1/12328.9780750682763		fulltext		Newnes	monograph	2008							P
multiple voices: an introduction to bilingualism		9780631219361							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11379.0631219361	Myers-Scotton	/ebooks/ebooks2/pda/2011-12-01/1/11379.0631219361		fulltext		Blackwell Pub.	monograph	2006							P
naked and the lens: a guide for nude photography		9780240811598							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14501.9780240811598	Benjamin	/ebooks/ebooks2/pda/2011-12-01/1/14501.9780240811598		fulltext		Focal Press	monograph	2009							P
narrative therapy: an introduction for counsellors		9781412920124							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11764.9781412920131	Payne	/ebooks/ebooks2/pda/2011-12-01/1/11764.9781412920131		fulltext		SAGE Publications	monograph	2006			2nd ed.				P
neuropsychology for occupational therapists: cognition in occupational performance		9781405136990							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14750.9781444322606	Grieve	/ebooks/ebooks2/pda/2011-12-01/1/14750.9781444322606		fulltext		Blackwell Pub.	monograph	2008			3rd ed.				P
new policing		9780803989047							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11764.9780803989054	McLaughlin	/ebooks/ebooks2/pda/2011-12-01/1/11764.9780803989054		fulltext		SAGE	monograph	2007							P
